Sentence,Tag
U.S. and Iraqi soldiers have been fighting Shi'ite militants in Sadr City in recent weeks as part of a crackdown on illegal militias .,"['B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"CSW says it received evidence from the camp 's residents about the military government 's policies , which the group says include forced labor , rape , torture , destruction of villages and the use of human minesweepers .","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Iran first proposed the $ 7-billion project in 1996 , but hostilities between India and Pakistan kept it dormant .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Oil giant Shell has resumed production at two flowstations after Nigerian authorities intervened to resolve a dispute with villagers .,"['O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ms. Tymoshenko accused her political rivals of tampering with the electronic voting system , saying the device failed to register two votes cast in her favor .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Elsewhere in Ghazni , NATO says three Afghan construction workers were killed and two others wounded Thursday , when a bomb exploded in the Qarabaugh district .","['O', 'O', 'B-geo', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O']"
"Although his face was heavily bruised , the 78-year-old lawyer appeared in good health , despite having suffered a minor heart attack Tuesday .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
British Prime Minister Tony Blair says he hopes to bring the United States back into global warming talks .,"['B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Burundi has been on alert since Somali insurgents threatened to attack the country for its role in the peacekeeping mission in Somalia .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Iran is dismissing a newspaper report that says U.S. intelligence officials have thousands of pages of documents proving Tehran is trying to build a nuclear bomb .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"With hundreds of thousands now living in temporary shelters , health workers are focusing on preventing illnesses from breaking out among the survivors .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Under the plan , voters will elect 240 assembly members by direct vote , and 335 other candidates based on proportional representation .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He said he spent thousands of dollars upgrading his servers to handle the heavy flow of spam .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A bloodless coup in August 2005 deposed President TAYA and ushered in a military council that oversaw a transition to democratic rule .,"['O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-per', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Authorities say the decapitated bodies were found in Shajoy district of insurgent-hit Zabol province .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
"The State Department says Arturo Valenzuela , the U.S. assistant secretary of state for Western Hemisphere affairs , departs Sunday on the week-long trip .","['O', 'B-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-tim', 'O', 'O']"
"In other developments , Iran has offered to train Iraqi border guards , as part of an effort to help Baghdad strengthen their 1,600-kilometer common border .","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Officials from the Beja tribe say security forces shot at the demonstrators .,"['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
No group has claimed responsibility for the abduction .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
U.S. lawmakers are considering measures to punish Beijing for its growing trade gap with the United States .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
He said there has been a setback in many of the objectives .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Monday , officials reported that a 32-year-old woman from an area just west of Jakarta died of bird flu last week , at her home in the city of Tangerang .","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"Also Wednesday , three people were killed and at least four others wounded in a landmine blast in Kunar province bordering Pakistan .","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O']"
"The government has promised an offensive against the Islamists , who control large portions of the capital .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
And officials say unknown gunmen shot to death two local government officials in the capital late Wednesday .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
The rebel Lord 's Resistance Army has killed at least eight people in a new series of attacks in southern Sudan .,"['O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
The new speaker of the U.S. House of Representatives has met in Islamabad with Pakistani President Pervez Musharraf .,"['O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O']"
"Most Cambodians consider themselves to be Khmers , descendants of the Angkor Empire that extended over much of Southeast Asia and reached its zenith between the 10th and 13th centuries .","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O']"
"In his ruling , late Wednesday , New York Judge Frank Maas granted a petition by Bosnian authorities - who have accused former ambassador Muhamed Sacirbey of stealing $ 2.4 million in Bosnian public funds .","['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-org', 'I-org', 'I-org', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
"The plant is a joint venture with Chinese firm Dongfeng , and is expected to start producing cars in 2009 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Mr. Omar denied the charges .,"['B-per', 'I-per', 'O', 'O', 'O', 'O']"
"There is also an English-language section with information on recent government news , biographies of officials and information for travelers to the country .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He called on insurgents in Iraq to unite and said militants must overcome rivalries and beware of sectarian divisions .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Russian troops pulled back from most occupied Georgian territory , but in late August 2008 Russia unilaterally recognized the independence of Abkhazia and South Ossetia .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O']"
"Finally the gorgeous jewel of the order , gleaming upon the breast of every member , suggested "" your Badgesty , "" which was adopted , and the order became popularly known as the Kings of Catarrh .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
"Residents say farmland was damaged in the alleged shelling in Penjwin , which is east of Sulaimaniya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Italy 's implementation in October 2009 of a tax amnesty to repatriate untaxed funds held abroad has resulted in financial outflows from San Marino to Italy worth more than $ 4.5 billion .,"['B-geo', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It was unclear how the man contracted bird flu .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Soldiers recently ejected militants from territory they had seized in the area .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Kiribati receives around $ 15 million annually for the government budget from an Australian trust fund .,"['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
Iran 's elite security forces are warning opposition supporters not to hold anti-government demonstrations during a government-sponsored rally on Friday .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Witnesses in Somalia say Islamist insurgents have seized control of Hudur , the capital of the Bakool region .","['O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
It also said the group 's sampling methods lacked a scientific and statistically valid basis .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Venezuelan President Hugo Chavez has met twice with the ailing former Cuban leader Fidel Castro during a short visit to Havana .,"['B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
DD Acquisition said the extension is to allow this process to be completed .,"['B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The ministry gave no other details .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Anyone refusing to provide information faced two to six years in prison .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O']"
President Bush has threatened to veto any defense spending bill that includes the proposal .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The Saudi government launched an aggressive anti-terrorism campaign after al-Qaida militants launched dramatic terrorist attacks against Western targets in 2003 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"The comment comes as U.S. and Iraqi officials discuss a security deal that would allow American forces to remain in Iraq beyond December 31st , when their U.N. mandate expires .","['O', 'O', 'O', 'O', 'B-geo', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
"The Mexican music group Camila and Dominican singer Juan Luis Guerra were the big winners at the 11th Latin Grammyawards , picking up three awards each at the event Thursday in Las Vegas .","['B-org', 'B-gpe', 'O', 'O', 'B-org', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'I-geo', 'O']"
U.S. officials say a top al-Qaida leader has been killed in a drone attack in restive northwestern Pakistan .,"['B-geo', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"In an interview with VOA Wednesday the U.S. Under Secretary of State for Political Affairs , Nicholas Burns , said Pakistan 's plan to lay land mines along parts of its border with Afghanistan is a bilateral issue .","['O', 'O', 'O', 'O', 'B-org', 'B-tim', 'O', 'B-org', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O']"
Dorfmeister is third with 650 points .,"['B-per', 'O', 'O', 'O', 'O', 'O', 'O']"
"The Tutsi minority , 14 % of the population , dominates the coffee trade .","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Foreign minister Hoshyar Zebari told reporters in Baghdad Wednesday that the four men , although military officers , were apparently not linked to the government .","['O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The separatist insurgency in Indian Kashmir began in 1989 and has claimed tens of thousands of lives .,"['O', 'O', 'O', 'O', 'B-gpe', 'B-geo', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The roadblocks have caused food shortages and blocked the export of agricultural products .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The incident occurred earlier this week in Malawi 's drought-stricken southern district of Nsanje .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
But he also called on Beijing to use its significant influence with Khartoum to agree to the full deployment of a hybrid U.N.-African Union force of more than 20-thousand troops as soon as possible .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They also say it could spread to the Mediterranean area and the Middle East as birds migrate westward to avoid the harsh Russian winter .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
The bombing followed clashes overnight in Baghdad between U.S. troops and militiamen loyal to Shi'ite cleric Moqtada al-Sadr .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-geo', 'B-per', 'I-per', 'O']"
"Kashmir 's chief minister , Mufti Mohammed Syed , has ordered a probe into the early Sunday killings , and has urged troops and police to avoid such incidents in the future .","['B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Elsewhere , at least 11 people were killed when gunmen ambushed a minibus in Balad Ruz , 60 kilometers northeast of Baghdad .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
The blast Thursday ripped through a crowd near a busy shopping area in the mainly Shi'ite neighborhood of Shaab .,"['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Mr. Mugabe was forced to accept a power-sharing agreement with the longtime opposition MDC party last year .,"['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The weapons were said to have been first acquired by Nicaragua during its civil war in the 1980s , and some could have been passed on to drug-smuggling groups .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Earlier this week , London-based dissident Saad al-Fagih , who heads the Movement for Islamic Reform , called for tens of thousands of Saudis to protest after noon prayers Thursday against the Saudi monarchy .","['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
"Another person suspected in the alleged ring is an official , Erasmus Moyo , at Zimbabwe 's embassy in Geneva , who has been reported missing .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Al-Zawahiri also says the United States ignored a truce offer made by al-Qaida leader Osama bin Laden in an audiotape broadcast two weeks ago if American forces withdraw from Iraq and Afghanistan .,"['B-per', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']"
It says Sudan 's allegations are unfriendly because Chad has contributed to the peaceful resolution of the Darfur crisis through its mediation with the African Union .,"['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
"After a review by Mr. Roh , the troop-reduction bill is expected to go before Parliament by Wednesday .","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O']"
The former president has denied any involvement in Mr. Gongadze 's death .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O']"
"Currently , products made by software giant Microsoft run the vast majority of personal computers around the world .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Israel says the al-Aqsa militant was wanted in connection with a 2004 bombing that killed 10 people in the Israeli port of Ashdod .,"['B-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O']"
The Supreme Court ordered the governor of North West Frontier Province not to sign the bill in its present form .,"['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The statement further urged foreign governments to refrain from making what it described as "" insolent comments "" about Nepal 's internal affairs .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O']"
"North Korea denies Mr. Kim is ill , even though he has not been seen in public since mid-August and missed several anniversary celebrations .","['B-geo', 'I-geo', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O']"
